dir,hir,lvr,ccs,mcs,pbcr,dmi,self,single,uria,comdominiom,black,deny
0.31,0.21,0.763265306122449,1.0,1.0,no,no,no,no,1.79999995231628,0,no,no
0.41,0.29,1.2015503875968998,1.0,2.0,no,no,no,yes,3.20000004768372,1,no,no
0.24,0.26,0.49597855227882,3.0,1.0,no,no,no,no,3.5999999046325697,0,no,yes
0.24,0.11,0.7483870967741941,1.0,2.0,no,no,no,yes,1.79999995231628,1,no,no
0.38,0.2,0.7972972972972969,6.0,1.0,no,no,no,no,3.20000004768372,0,yes,no
0.33,0.31,0.8724489795918371,2.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.32,0.17,0.6540880503144649,1.0,1.0,no,no,no,no,3.20000004768372,1,no,no
0.37,0.28,0.905325443786982,1.0,2.0,no,no,no,no,1.79999995231628,0,no,no
0.38,0.23,0.47,2.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.31,0.28,0.7875,2.0,2.0,no,no,no,yes,10.6000003814697,0,no,no
0.31,0.31,0.596685082872928,6.0,2.0,no,no,no,yes,3.5999999046325697,0,yes,yes
0.35,0.26,0.9294871794871801,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.31,0.29,0.7837837837837841,1.0,1.0,no,no,no,no,3.5999999046325697,1,no,no
0.24,0.23,0.273972602739726,1.0,2.0,no,no,no,yes,3.5999999046325697,0,no,no
0.35,0.16,0.6451612903225811,1.0,2.0,no,no,no,no,3.5999999046325697,0,no,no
0.37,0.3,0.784810126582278,1.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.3,0.28,0.9236111111111109,1.0,2.0,no,no,no,no,10.6000003814697,0,no,no
0.31,0.31,0.9285714285714292,1.0,2.0,no,no,no,yes,3.20000004768372,1,no,no
0.17,0.17,0.24935064935064896,1.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.37,0.29,0.747368421052632,1.0,2.0,no,no,no,no,3.20000004768372,0,yes,no
0.24,0.15,0.753424657534247,1.0,2.0,no,no,no,no,3.20000004768372,1,no,yes
0.35,0.28,0.145161290322581,1.0,1.0,no,no,no,yes,3.20000004768372,1,no,yes
0.35,0.28,0.7419354838709681,2.0,1.0,no,no,no,yes,3.20000004768372,1,no,yes
0.32,0.23,0.79746835443038,5.0,2.0,no,no,no,yes,4.30000019073486,0,no,no
0.33,0.28,0.847058823529412,1.0,2.0,no,no,no,no,1.79999995231628,0,no,no
0.35,0.26,0.7882352941176469,1.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.39,0.18,0.9473684210526321,6.0,1.0,no,no,no,yes,5.300000190734861,1,no,yes
0.28,0.27,0.665467625899281,6.0,2.0,no,no,no,yes,3.20000004768372,1,no,no
0.4,0.31,0.894444444444444,6.0,2.0,no,no,no,no,3.20000004768372,0,no,yes
0.47,0.22,0.31592689295039195,1.0,1.0,no,no,yes,yes,3.20000004768372,1,yes,no
0.38,0.28,0.5714285714285711,1.0,2.0,no,no,no,yes,3.0999999046325697,1,no,no
0.39,0.23,0.8888888888888891,6.0,3.0,no,no,no,yes,4.30000019073486,1,no,no
0.32,0.23,0.8739495798319329,6.0,2.0,no,no,no,no,10.6000003814697,0,no,no
0.37,0.3,0.45693779904306203,6.0,1.0,no,no,yes,no,3.0999999046325697,0,no,no
0.49,0.27,0.19948186528497402,1.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.17,0.09,0.7569060773480659,1.0,1.0,no,no,yes,no,4.30000019073486,1,no,no
0.33,0.29,0.5844155844155839,1.0,2.0,no,no,no,no,3.0999999046325697,0,no,no
0.33,0.27,0.339622641509434,5.0,2.0,no,no,yes,no,4.30000019073486,0,yes,no
0.27,0.26,0.7956989247311831,1.0,2.0,no,no,no,yes,3.9000000953674303,1,no,no
0.32,0.29,1.09565217391304,5.0,1.0,no,no,no,yes,3.20000004768372,1,no,no
0.35,0.27,0.928301886792453,1.0,1.0,no,no,no,no,3.5999999046325697,0,no,no
0.33,0.31,0.744444444444444,1.0,2.0,no,no,no,no,3.20000004768372,1,no,no
0.29,0.29,0.794701986754967,1.0,2.0,no,no,yes,no,3.5999999046325697,0,no,no
0.32,0.22,0.7951807228915658,1.0,2.0,no,no,no,yes,2.0,0,no,no
0.37,0.26,0.895348837209302,1.0,2.0,no,no,no,yes,2.0,0,no,no
0.26,0.25,0.892307692307692,1.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.35,0.27,0.8851351351351351,1.0,2.0,no,no,no,yes,4.30000019073486,0,no,no
0.26,0.25,0.9161290322580649,1.0,2.0,no,no,no,no,3.0999999046325697,0,no,no
0.31,0.2,0.7705882352941179,1.0,2.0,no,no,no,no,1.79999995231628,0,no,no
0.35,0.3,0.8,1.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.55,0.32,0.903030303030303,2.0,2.0,no,no,no,yes,4.30000019073486,0,yes,yes
0.31,0.28,0.773972602739726,1.0,2.0,no,no,no,no,2.0,0,no,no
0.24,0.14,0.545454545454545,2.0,1.0,no,no,no,no,3.5999999046325697,0,no,no
0.34,0.31,0.8012820512820509,1.0,2.0,no,no,yes,yes,3.20000004768372,0,no,no
0.3,0.23,0.902857142857143,6.0,2.0,yes,no,no,no,3.20000004768372,0,yes,yes
0.33,0.32,0.7457627118644069,1.0,1.0,no,no,yes,no,3.20000004768372,0,no,no
0.37,0.31,0.8992248062015501,3.0,2.0,yes,no,no,yes,3.20000004768372,1,no,yes
0.25,0.2,0.802721088435374,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.29,0.21,0.7835051546391751,1.0,1.0,no,no,yes,no,3.20000004768372,0,no,no
0.32,0.2,0.888157894736842,2.0,1.0,no,no,no,yes,3.20000004768372,0,no,no
0.36,0.15,0.7692307692307689,2.0,1.0,no,no,no,no,3.0999999046325697,1,no,no
0.24,0.23,0.7904191616766469,1.0,1.0,no,no,no,yes,3.20000004768372,0,no,no
0.1,0.04,0.8,1.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.34,0.28,0.8965517241379308,1.0,2.0,no,no,no,no,3.0999999046325697,0,no,no
0.43,0.3,0.666666666666667,2.0,3.0,yes,no,no,yes,10.6000003814697,0,no,no
0.39,0.3,0.71301247771836,1.0,2.0,no,no,yes,yes,4.30000019073486,0,no,no
0.31,0.28,0.7762237762237759,2.0,2.0,no,no,no,yes,4.30000019073486,0,no,no
0.37,0.26,0.676923076923077,2.0,2.0,no,no,no,yes,5.300000190734861,1,no,no
0.31,0.25,0.599700149925038,1.0,1.0,no,no,no,no,1.79999995231628,0,no,no
0.37,0.26,0.498575498575499,2.0,1.0,no,no,no,yes,5.300000190734861,0,no,no
0.24,0.2,0.648330058939096,1.0,2.0,no,no,yes,no,1.79999995231628,0,no,no
0.37,0.24,0.6559766763848399,1.0,1.0,no,no,no,no,1.79999995231628,0,no,no
0.35,0.27,1.0,1.0,2.0,no,no,no,yes,3.20000004768372,1,no,no
0.29,0.26,0.7,2.0,1.0,no,no,yes,no,10.6000003814697,0,no,no
0.29,0.28,0.36441586280814603,2.0,1.0,no,no,no,no,3.9000000953674303,0,no,no
0.07,0.07,0.752238805970149,1.0,1.0,no,no,yes,no,10.6000003814697,0,no,no
0.36,0.33,0.8,1.0,2.0,no,no,no,no,2.0,0,no,no
0.25,0.22,0.5283018867924529,1.0,1.0,no,no,no,no,10.6000003814697,0,no,no
0.21,0.18,0.703703703703704,1.0,2.0,no,no,yes,no,10.6000003814697,0,no,no
0.13,0.1,0.45454545454545503,2.0,1.0,no,no,no,no,4.30000019073486,0,no,no
0.34,0.23,1.0,2.0,4.0,yes,no,no,yes,4.30000019073486,1,no,no
0.39,0.33,0.7241379310344829,2.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.3,0.29,0.6825938566552899,2.0,2.0,no,no,no,yes,2.0,0,no,no
0.29,0.17,1.0,1.0,2.0,no,no,no,no,3.0999999046325697,1,no,no
0.17,0.12,0.49848942598187296,1.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.37,0.27,0.47709923664122095,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.44,0.37,0.821238938053097,2.0,2.0,no,no,yes,no,3.20000004768372,0,no,yes
0.37,0.28,0.659340631701265,5.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.25,0.23,0.7651109589512891,1.0,1.0,no,no,no,no,3.0999999046325697,0,no,no
0.26,0.25,0.995184602877458,2.0,2.0,no,no,no,yes,1.79999995231628,1,no,no
0.75,0.29,0.44871794871794896,1.0,2.0,no,no,no,yes,8.89999961853027,0,no,yes
0.175,0.12,0.508474576271186,1.0,2.0,no,no,no,yes,4.30000019073486,0,no,no
0.18,0.18,0.7450980392156858,1.0,2.0,no,no,no,no,1.79999995231628,0,no,no
0.35,0.3,0.4463519313304721,1.0,1.0,no,no,yes,no,3.20000004768372,0,no,no
0.276000003814697,0.26,1.0,1.0,2.0,no,no,no,yes,3.20000004768372,1,yes,no
0.28,0.28,0.946236559139785,1.0,2.0,no,no,no,yes,3.9000000953674303,0,no,yes
0.33,0.22,0.858333333333333,5.0,2.0,no,no,no,no,3.20000004768372,1,yes,no
0.18,0.18,0.604395604395604,4.0,2.0,no,no,no,yes,4.30000019073486,1,no,no
0.48,0.34,0.604395604395604,2.0,2.0,no,no,yes,yes,3.20000004768372,1,yes,no
0.19,0.19,0.833333333333333,4.0,2.0,no,no,no,no,3.20000004768372,1,no,no
0.4,0.3,0.927272727272727,5.0,2.0,no,no,no,yes,3.20000004768372,1,yes,no
0.55,0.23,0.574712643678161,3.0,2.0,no,no,no,no,3.20000004768372,1,no,no
0.39,0.28,0.803738317757009,4.0,2.0,no,no,no,yes,3.9000000953674303,1,yes,no
0.691999969482422,0.37799999237060494,0.8,5.0,2.0,no,no,yes,no,3.20000004768372,0,no,yes
0.405999984741211,0.29,1.14,1.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.41200000762939504,0.307999992370605,1.0006761738177399,1.0,2.0,no,no,no,yes,2.0,1,no,yes
0.3,0.265,0.948148148148148,2.0,2.0,no,no,no,no,3.20000004768372,0,no,yes
0.34799999237060497,0.163999996185303,0.779166666666667,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.325,0.27200000762939497,0.9034482758620691,1.0,1.0,no,no,no,yes,4.30000019073486,1,no,no
0.359000015258789,0.28,0.8,3.0,1.0,no,no,no,no,4.30000019073486,0,yes,no
0.3,0.265,0.903703703703704,2.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.26700000762939496,0.185,0.7944444444444441,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.33,0.31,0.7809523809523811,1.0,2.0,no,no,no,yes,2.0,1,no,no
0.305,0.225,0.6842105263157889,5.0,1.0,no,no,no,no,2.0,0,no,no
0.32,0.28,0.873333333333333,1.0,2.0,no,no,yes,yes,3.20000004768372,1,no,no
0.37,0.25,0.942675159235669,1.0,2.0,no,no,no,no,10.6000003814697,0,no,no
0.243999996185303,0.20399999618530298,0.6923076923076921,1.0,2.0,no,no,yes,no,4.30000019073486,0,no,no
0.32400001525878896,0.3,0.746268656716418,1.0,1.0,no,no,no,no,4.30000019073486,0,no,no
0.35,0.29200000762939504,0.884848484848485,6.0,2.0,yes,no,no,no,3.20000004768372,0,yes,yes
0.38,0.14,0.777464788732394,2.0,2.0,no,no,no,no,4.30000019073486,0,no,no
0.24,0.19700000762939499,0.868852459016393,1.0,2.0,no,no,no,yes,1.79999995231628,1,no,no
0.312000007629395,0.25700000762939496,0.8011695906432751,1.0,2.0,no,no,no,no,4.30000019073486,0,no,no
0.32,0.258999996185303,0.6764705882352939,1.0,2.0,no,no,no,no,3.0999999046325697,0,no,no
0.36,0.18299999237060502,0.794642857142857,2.0,2.0,no,no,no,yes,3.0999999046325697,0,no,no
0.176000003814697,0.12,0.671875,2.0,2.0,no,no,yes,no,3.20000004768372,0,no,no
0.31,0.24,0.803030303030303,1.0,2.0,no,no,yes,yes,10.6000003814697,0,no,no
0.27,0.23,0.775,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.3,0.3,0.5,6.0,2.0,yes,no,no,yes,3.0999999046325697,0,no,yes
0.41,0.21,0.900523560209424,2.0,1.0,no,no,no,no,1.79999995231628,0,no,yes
0.19,0.12,0.411764705882353,1.0,2.0,no,no,no,no,3.9000000953674303,0,no,no
0.2,0.19,0.5342857142857139,6.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.4,0.146000003814697,0.666666666666667,1.0,1.0,no,no,no,yes,3.9000000953674303,1,no,no
0.32,0.257999992370605,0.7735849056603772,2.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.35,0.33,0.7402298850574709,5.0,1.0,no,no,yes,no,3.20000004768372,0,no,no
0.37,0.27,0.666666666666667,2.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.35,0.29,0.9443037974683539,1.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.33,0.18,0.7823960880195602,1.0,1.0,no,no,no,no,8.89999961853027,0,no,no
0.15,0.15,0.72202166064982,1.0,2.0,no,no,yes,no,5.300000190734861,0,no,no
0.34,0.23,0.46448087431694,1.0,1.0,no,no,no,no,3.9000000953674303,0,no,no
0.27,0.17,0.7133757961783442,1.0,1.0,no,no,yes,yes,3.0999999046325697,0,no,no
0.34,0.18,0.8,5.0,1.0,no,no,no,no,3.20000004768372,0,yes,no
0.3,0.22,0.6423357664233579,2.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.32,0.32,0.5957446808510639,1.0,2.0,no,no,no,yes,3.0999999046325697,0,no,no
1.28,0.73,0.7075471698113209,1.0,1.0,no,no,yes,no,4.30000019073486,0,no,no
0.28,0.15,0.7964601769911501,2.0,1.0,no,no,no,yes,3.9000000953674303,0,no,no
0.24,0.22,0.703703703703704,1.0,1.0,no,no,yes,no,10.6000003814697,0,no,no
0.24,0.24,0.8,1.0,2.0,no,no,no,yes,4.30000019073486,0,yes,no
0.38,0.36,1.03157894736842,1.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.32,0.26,0.9,1.0,2.0,no,no,no,no,3.9000000953674303,1,yes,no
0.35,0.24,0.8636363636363641,2.0,2.0,no,no,no,yes,3.20000004768372,1,no,no
0.25,0.17,1.1875,1.0,2.0,no,no,no,yes,4.30000019073486,1,no,no
0.44,0.11,0.5,1.0,1.0,no,no,no,yes,2.0,0,no,no
0.12,0.12,0.33333333333333304,2.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.21,0.21,0.638297872340426,1.0,1.0,no,no,no,yes,3.20000004768372,0,no,no
0.24,0.24,0.733333333333333,1.0,1.0,no,no,yes,no,10.6000003814697,0,no,no
0.36,0.36,0.5918367346938779,1.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.32,0.19,0.8034188034188029,2.0,2.0,no,no,no,yes,4.30000019073486,1,no,no
0.42,0.35,0.8,2.0,3.0,no,no,yes,no,3.20000004768372,0,no,no
0.37,0.24,0.5964912280701751,1.0,1.0,yes,no,yes,yes,3.20000004768372,0,no,no
0.33,0.32,0.670250896057348,3.0,4.0,no,no,yes,yes,10.6000003814697,0,no,no
0.27,0.22,0.49107142857142894,1.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.3,0.26,0.58252427184466,1.0,1.0,no,no,no,yes,2.0,1,no,no
0.48,0.48,0.7282051282051278,3.0,1.0,no,no,yes,yes,10.6000003814697,0,no,no
0.19,0.17,0.7866666666666671,1.0,2.0,no,no,no,no,3.0999999046325697,0,no,no
0.19,0.17,0.632911392405063,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.31,0.31,0.7236842105263158,1.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.36,0.28,0.7987012987012991,6.0,2.0,no,no,no,no,3.9000000953674303,0,no,no
0.21,0.13,0.426829268292683,5.0,1.0,no,no,no,no,2.0,0,no,no
0.33,0.24,0.547619047619048,1.0,1.0,no,no,no,no,3.9000000953674303,0,no,no
0.36,0.35,0.7317073170731708,1.0,2.0,no,no,no,yes,2.0,0,no,no
0.37,0.3,0.7826086956521741,6.0,2.0,yes,no,no,yes,1.79999995231628,0,no,no
0.35,0.25,0.7738095238095241,2.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.42,0.14,0.7984496124031009,1.0,2.0,no,no,no,yes,3.5999999046325697,0,no,no
0.34,0.26,0.867647058823529,6.0,2.0,no,no,no,no,3.9000000953674303,0,no,no
0.24,0.17,0.7987012987012991,1.0,1.0,no,no,no,no,4.30000019073486,0,no,no
0.38,0.24,0.8979591836734692,1.0,2.0,no,no,no,yes,2.0,1,no,no
0.38,0.28,0.273972602739726,1.0,2.0,no,no,no,no,8.89999961853027,0,no,no
0.18,0.01,0.796296296296296,2.0,2.0,no,no,yes,no,1.79999995231628,0,no,no
0.34,0.2,0.592592592592593,5.0,1.0,no,no,yes,no,8.89999961853027,0,no,no
0.33,0.28,0.923076923076923,1.0,2.0,no,no,no,yes,3.9000000953674303,0,no,no
0.25,0.2,0.8814814814814821,6.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.38,0.31,0.9154929577464791,6.0,2.0,no,no,no,no,10.6000003814697,0,yes,no
0.35,0.26,0.793103448275862,1.0,1.0,no,no,yes,no,5.300000190734861,0,no,no
0.38,0.23,0.8,1.0,2.0,no,no,no,yes,1.79999995231628,0,no,no
0.37,0.24,0.6,6.0,2.0,yes,no,yes,yes,3.0999999046325697,0,no,no
0.38,0.35,0.7258064516129029,6.0,2.0,yes,no,no,no,2.0,0,no,no
0.36,0.26,0.6568627450980389,2.0,1.0,no,no,no,no,3.0999999046325697,0,no,no
0.34,0.3,0.9225352112676061,1.0,2.0,no,no,no,no,3.9000000953674303,0,no,no
0.36,0.29,0.47814207650273205,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.23,0.2,0.6106870229007629,1.0,1.0,no,no,no,no,1.79999995231628,0,no,no
0.3,0.29,0.8714285714285709,1.0,2.0,no,no,no,yes,4.30000019073486,0,no,no
0.29,0.27,0.692592592592593,1.0,1.0,no,no,no,no,1.79999995231628,0,no,no
0.39,0.36,0.6462585034013609,5.0,1.0,no,no,no,no,3.9000000953674303,0,no,no
0.36,0.26,0.9482758620689659,6.0,2.0,yes,no,no,no,4.30000019073486,1,no,yes
0.28,0.16,0.8,1.0,1.0,no,no,no,yes,3.20000004768372,1,no,no
0.38,0.18,0.875968992248062,1.0,2.0,no,no,no,no,1.79999995231628,0,no,no
0.26,0.26,0.50251256281407,5.0,1.0,no,no,yes,no,3.20000004768372,1,no,no
0.44,0.3,0.915384615384615,5.0,1.0,no,no,no,no,3.9000000953674303,1,yes,no
0.34,0.32,0.7241379310344829,6.0,2.0,yes,no,no,no,3.20000004768372,0,yes,no
0.34,0.21,0.8769230769230769,5.0,2.0,no,no,no,no,3.20000004768372,1,no,no
0.38,0.29,0.7843137254901958,6.0,2.0,no,no,no,no,3.0999999046325697,0,no,no
0.38,0.29,0.5299539170506911,6.0,4.0,yes,no,no,no,10.6000003814697,0,no,no
0.35,0.21,0.915384615384615,1.0,1.0,no,no,no,yes,3.0999999046325697,1,no,no
0.16,0.14,0.8,6.0,2.0,no,no,no,no,3.5999999046325697,1,no,yes
0.31,0.2,0.743801652892562,6.0,2.0,no,no,no,no,1.79999995231628,0,no,no
0.36,0.27,0.46153846153846206,5.0,2.0,no,no,no,no,3.9000000953674303,0,no,no
0.31,0.31,0.8620689655172409,5.0,2.0,no,no,yes,yes,2.0,0,no,no
0.45,0.21,0.657894736842105,1.0,2.0,no,no,no,yes,3.20000004768372,0,no,yes
0.39,0.38,0.574712643678161,1.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.2,0.07,0.8,6.0,3.0,no,no,no,yes,3.5999999046325697,0,no,yes
0.24,0.23,0.671641791044776,4.0,2.0,no,no,no,no,3.20000004768372,1,no,no
0.45,0.45,0.7222222222222221,2.0,2.0,no,no,no,no,3.20000004768372,1,no,no
0.61,0.26,0.8888888888888891,1.0,1.0,no,no,no,yes,3.0999999046325697,1,no,no
0.27,0.18,0.885,1.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.55,0.24,0.51063829787234,3.0,4.0,no,no,no,no,1.79999995231628,0,no,no
0.32,0.29,0.9291338582677171,3.0,2.0,no,no,no,yes,3.20000004768372,1,no,no
0.17,0.09,0.8888888888888891,1.0,1.0,no,no,no,yes,3.20000004768372,1,no,no
0.47,0.35,0.8035714285714292,3.0,1.0,no,no,no,no,4.30000019073486,0,no,yes
0.14,0.14,0.592592592592593,1.0,1.0,no,no,yes,no,3.20000004768372,1,no,no
0.38,0.28,0.85,1.0,2.0,no,no,no,yes,3.20000004768372,1,no,no
0.31,0.23,0.7621951219512201,1.0,2.0,no,no,yes,no,3.9000000953674303,0,no,no
0.53,0.29,0.592592592592593,1.0,1.0,no,no,no,no,3.20000004768372,1,no,no
0.26,0.17,0.707692307692308,1.0,1.0,no,no,no,yes,3.0999999046325697,1,no,no
0.2,0.2,0.765957446808511,3.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.33,0.16,0.8,1.0,2.0,no,no,yes,yes,3.20000004768372,0,no,no
0.2,0.13,0.547445255474453,1.0,2.0,no,no,yes,yes,3.20000004768372,0,no,no
0.52,0.28,0.6896551724137929,3.0,1.0,yes,no,no,no,4.30000019073486,0,no,no
0.33,0.15,0.41791044776119396,1.0,2.0,no,no,no,yes,1.79999995231628,1,no,no
0.19,0.1,0.38805970149253705,2.0,2.0,no,no,no,yes,3.20000004768372,1,no,no
0.293999996185303,0.252999992370605,0.901960784313726,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.292999992370605,0.292999992370605,0.8484848484848492,1.0,2.0,no,no,no,yes,3.5999999046325697,0,no,yes
0.337000007629395,0.330999984741211,0.35211267605633795,2.0,1.0,no,no,no,yes,3.9000000953674303,0,no,no
0.20100000381469701,0.13100000381469698,0.307692307692308,2.0,1.0,no,no,no,no,2.0,0,no,no
0.263999996185303,0.18799999237060502,0.338983050847458,2.0,1.0,no,no,no,yes,10.6000003814697,0,no,no
0.279699993133545,0.252199993133545,0.8852459016393441,2.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.44,0.31,0.8009049773755659,1.0,1.0,no,no,no,yes,3.20000004768372,1,no,no
0.26729999542236305,0.189099998474121,0.8,1.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.41,0.38,0.7236842105263158,1.0,2.0,no,no,no,yes,3.9000000953674303,0,no,no
0.28440000534057597,0.214300003051758,0.33812949640287804,1.0,1.0,no,no,no,no,3.0999999046325697,0,no,no
0.3,0.29,0.2,2.0,2.0,no,no,no,yes,3.20000004768372,1,no,no
0.27,0.15,0.33333333333333304,6.0,2.0,no,no,no,yes,1.79999995231628,1,no,no
0.332700004577637,0.32189998626709004,0.76875,6.0,2.0,yes,no,no,yes,3.9000000953674303,0,no,no
0.307299995422363,0.291399993896484,0.8,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.366100006103516,0.248999996185303,0.9,6.0,2.0,no,no,no,no,1.79999995231628,0,no,no
0.439099998474121,0.426100006103516,0.798245614035088,6.0,1.0,no,no,no,yes,3.5999999046325697,1,no,no
0.12,0.12,0.795454545454545,3.0,2.0,yes,no,no,yes,1.79999995231628,0,no,yes
0.36,0.32,0.756756756756757,2.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.41,0.13,0.8,5.0,1.0,yes,no,no,no,8.89999961853027,0,no,yes
0.33,0.27,0.4,1.0,1.0,no,no,no,yes,3.20000004768372,0,no,no
0.38,0.34,0.48780487804878003,1.0,2.0,no,no,yes,no,10.6000003814697,0,no,no
0.32,0.32,0.6,1.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.32,0.24,0.902857142857143,6.0,2.0,yes,no,yes,yes,3.20000004768372,0,no,yes
0.365,0.26200000762939496,0.6181818181818179,2.0,2.0,no,no,no,yes,3.9000000953674303,1,no,no
0.28,0.25,0.6711864406779661,2.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.35,0.19,0.519480519480519,2.0,1.0,no,no,no,no,2.0,1,no,no
0.231000003814697,0.0830000019073486,0.17910447761194,1.0,1.0,no,no,no,no,5.300000190734861,0,no,no
0.31,0.29,0.5363636363636359,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.11399999618530302,0.0740000009536743,0.544959128065395,1.0,1.0,no,no,no,no,4.30000019073486,0,no,no
0.3,0.297999992370605,0.4895833333333329,2.0,1.0,no,no,no,no,3.0999999046325697,0,no,no
0.28700000762939504,0.276000003814697,0.6896551724137929,1.0,2.0,no,no,yes,yes,10.6000003814697,0,no,no
0.43,0.32,0.857142857142857,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.35,0.25,0.89010989010989,1.0,2.0,no,no,no,no,3.9000000953674303,0,no,no
0.33,0.32,0.8086419753086421,1.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.42,0.34,0.8640000000000001,2.0,2.0,no,no,no,no,4.30000019073486,0,no,no
0.5,0.32,1.0,1.0,2.0,no,no,no,yes,3.9000000953674303,1,no,no
0.4,0.24,1.0,1.0,1.0,no,no,no,yes,2.0,1,no,no
0.38,0.37,0.7325581395348841,2.0,2.0,no,no,no,yes,2.0,0,no,no
0.33,0.32,0.801418439716312,1.0,2.0,no,no,no,yes,3.20000004768372,1,no,no
0.22,0.21,0.9015151515151508,1.0,2.0,no,no,no,yes,3.20000004768372,1,no,no
0.38,0.33,0.65,2.0,1.0,yes,no,no,no,2.0,0,no,no
0.38,0.33,0.5918367346938779,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.38,0.33,0.8,1.0,1.0,no,no,no,no,3.0999999046325697,0,no,no
0.38,0.33,0.7891891891891891,5.0,4.0,no,no,no,yes,4.30000019073486,0,no,no
0.38,0.28,0.8,1.0,2.0,no,no,no,no,4.30000019073486,0,no,no
0.38,0.33,0.375,2.0,1.0,no,no,yes,no,4.30000019073486,0,no,no
0.38,0.33,0.4166666666666671,3.0,1.0,no,no,no,no,4.30000019073486,0,no,yes
0.38,0.33,0.76,3.0,2.0,no,no,no,no,3.20000004768372,0,yes,no
0.38,0.33,0.773333333333333,2.0,1.0,no,no,no,no,4.30000019073486,0,no,no
0.23,0.2,0.7692307692307689,1.0,2.0,no,no,no,no,3.20000004768372,0,no,no
0.26,0.26,0.3666666666666671,1.0,2.0,no,no,no,no,4.30000019073486,0,no,no
0.15,0.15,0.631578947368421,1.0,2.0,no,no,no,no,3.20000004768372,1,no,no
0.17,0.14,0.48936170212766,1.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.28,0.28,0.436813186813187,1.0,1.0,no,no,no,no,3.20000004768372,0,no,no
0.3,0.3,0.8685714285714291,1.0,2.0,no,no,no,yes,3.9000000953674303,0,no,yes
0.3,0.22,0.6338028169014079,1.0,1.0,no,no,no,yes,3.20000004768372,1,no,no
0.17,0.16,0.7692307692307689,1.0,1.0,no,no,no,yes,2.0,0,no,no
0.38,0.21,0.8,1.0,2.0,no,no,no,yes,3.9000000953674303,0,no,no
0.37,0.31,0.819672131147541,6.0,2.0,no,no,no,no,3.20000004768372,0,no,yes
0.35,0.28,0.76551724137931,1.0,2.0,no,no,no,yes,3.20000004768372,0,no,no
0.5770000076293951,0.23,0.791666666666667,1.0,1.0,no,no,no,no,1.79999995231628,0,no,no
0.37,0.25,0.8748481166464159,1.0,1.0,no,no,no,yes,3.0999999046325697,0,no,no
0.36700000762939505,0.28,0.8,6.0,1.0,no,no,yes,no,3.20000004768372,0,no,no
0.48700000762939505,0.26,0.7418397626112759,1.0,1.0,no,no,no,no,1.79999995231628,0,no,no
0.399000015258789,0.22,0.36153846153846203,1.0,1.0,yes,no,no,no,3.0999999046325697,0,no,no
